NA11843	gs://genomics-public-data/ftp-trace.ncbi.nih.gov/1000genomes/ftp/phase3/data/NA11843/alignment/NA11843.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam
HG00272	gs://genomics-public-data/ftp-trace.ncbi.nih.gov/1000genomes/ftp/phase3/data/HG00272/alignment/HG00272.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam
